total,intExpID,type,column,total_users,user_no,intSeg,intArr,intDel,intSta,intRep,intDelRate,intActRate,intByteSize,floatBuf,algorithm_used,seg_Dur,width,height,resolutions,play_Pos,RTT,Clae,Duanmu,Yin,Yu,P1203,rtt_qos,tp_qos,p_qos
1107,108,driving,2,3,1,44,102862,576,167,378,1059,305,76254,2000,arbiter,2000,384,216,384x216,86000,0.279,0.399,47.213,12033.244,-36.614,1.303,34.098,154661.3169,28
1108,108,driving,2,3,1,45,104884,501,22,572,1089,272,68203,2000,arbiter,2000,512,288,512x288,88000,0.178,0.398,47.251,12402.821,-37.867,1.297,58.978,167722.3102,25
1109,108,driving,2,3,1,46,106448,511,0,572,1087,277,69486,2437,arbiter,2000,512,288,512x288,90000,1.179,0.398,47.182,12474.31,6.606,1.323,21.919,152824.5175,25
1110,108,driving,2,3,1,47,108853,766,0,766,1186,454,113623,2032,arbiter,2000,512,288,512x288,92000,0.301,0.387,47.236,12980.799,0.33,1.299,30.716,164367.2253,41
1111,108,driving,2,3,1,48,110582,387,0,378,1079,208,52215,2303,arbiter,2000,384,216,384x216,94000,0.161,0.39,47.252,12971.655,0.331,1.325,51.747,175225.728,20
1112,108,driving,2,3,1,49,112610,570,0,572,1316,375,93770,2276,arbiter,2000,512,288,512x288,96000,0.296,0.392,47.287,13350.232,0.336,1.327,30.554,195979.1661,34
1113,108,driving,2,3,1,50,114940,591,54,572,1114,329,82329,2000,arbiter,2000,512,288,512x288,98000,0.222,0.394,47.351,14084.721,23.819,1.294,32.128,158288.0174,30
1114,108,driving,2,3,1,51,116570,262,0,378,1175,153,38496,2371,arbiter,2000,384,216,384x216,100000,0.156,0.397,47.356,14269.386,22.841,1.293,0.069,166653.7534,15
1115,108,driving,2,3,1,52,119101,577,160,572,682,196,49235,2000,arbiter,2000,512,288,512x288,102000,20.187,0.4,47.445,14965.963,-56.797,1.287,44.477,100405.626,19
1116,108,driving,2,3,2,1,181,180,0,239,94,8,2132,2000,arbiter,2000,320,180,320x180,0,73.537,0,51.077,-5760.485,0.24,1.878,35.31,58300.07684,2
1117,108,driving,2,3,2,2,3311,2355,0,239,280,329,82445,4000,arbiter,2000,320,180,320x180,2000,350.355,0.48,46.477,-11520.97,0.24,1.878,479.929,51654.63931,32
1118,108,driving,2,3,2,3,7348,3504,36,239,267,468,117046,2000,arbiter,2000,320,180,320x180,4000,165.847,0.48,46.985,826.545,-23.76,1.811,238.572,38013.3072,51
1119,108,driving,2,3,2,4,11365,3474,2017,239,248,432,108123,2000,arbiter,2000,320,180,320x180,6000,12.298,0.48,65.809,7117.06,-19.839,1.629,174.511,33061.84089,41
1120,108,driving,2,3,2,5,15381,3368,2016,239,160,270,67720,2000,arbiter,2000,320,180,320x180,8000,311.88,0.48,74.96,13296.575,-19.81,1.545,319.945,24688.7381,25
1121,108,driving,2,3,2,6,19413,3365,2031,239,148,249,62348,2000,arbiter,2000,320,180,320x180,10000,348.41,0.48,69.342,13578.09,-19.82,1.493,311.959,22683.80973,25
1122,108,driving,2,3,2,7,22598,2594,1185,239,164,212,53248,2000,arbiter,2000,320,180,320x180,12000,161.891,0.48,61.619,11324.605,-19.848,1.461,219.828,24277.11232,20
1123,108,driving,2,3,2,8,24019,775,0,239,476,184,46171,2580,arbiter,2000,320,180,320x180,14000,219.579,0.48,51.466,5471.12,-20.034,1.481,0.701,89031.32946,17
1124,108,driving,2,3,2,9,26478,1906,0,239,236,225,56343,2121,arbiter,2000,320,180,320x180,16000,267.131,0.48,46.477,2155.635,0.24,1.497,158.721,39642.85339,21
1125,108,driving,2,3,2,10,27497,503,0,239,736,185,46325,3103,arbiter,2000,320,180,320x180,18000,291.725,0.48,46.477,2395.15,0.24,1.51,39.726,1164756.519,19
1126,108,driving,2,3,2,11,30508,2403,0,239,183,220,55018,2092,arbiter,2000,320,180,320x180,20000,232.241,0.48,46.477,2634.665,0.24,1.52,245.12,28386.81298,20
1127,108,driving,2,3,2,12,31947,727,0,239,573,208,52119,2654,arbiter,2000,320,180,320x180,22000,291.674,0.48,46.477,2874.18,0.24,1.529,0.143,132052.5273,19
1128,108,driving,2,3,2,13,34284,1773,0,239,204,181,45321,2318,arbiter,2000,320,180,320x180,24000,351.746,0.48,46.477,3113.695,0.24,1.536,193.823,39415.66293,17
1129,108,driving,2,3,2,14,37028,2004,426,239,126,126,31597,2000,arbiter,2000,320,180,320x180,26000,363.949,0.48,47.402,4631.21,-21.168,1.505,64.553,59930.61023,12
1130,108,driving,2,3,2,15,38853,1163,0,239,233,136,34006,2175,arbiter,2000,320,180,320x180,28000,187.18,0.48,47.342,4870.725,-21.276,1.51,137.461,41678.28557,13
1131,108,driving,2,3,2,16,42705,3182,1677,239,138,221,55270,2000,arbiter,2000,320,180,320x180,30000,1342.316,0.48,49.635,8863.24,-20.15,1.473,201.435,33826.56115,21
1132,108,driving,2,3,2,17,44305,867,0,239,611,264,66235,2401,arbiter,2000,320,180,320x180,32000,210.772,0.48,49.475,9102.755,-20.174,1.478,46.14,107076.7972,24
1133,108,driving,2,3,2,18,46468,1508,0,239,366,276,69071,2238,arbiter,2000,320,180,320x180,34000,228.785,0.48,46.477,4311.27,0.24,1.482,113.489,61669.48049,25
1134,108,driving,2,3,2,19,47688,557,0,239,1060,295,73833,3018,arbiter,2000,320,180,320x180,36000,287.074,0.48,46.477,4550.785,0.24,1.486,103.855,738637.6484,36
1135,108,driving,2,3,2,20,51118,2303,411,239,239,276,69054,2000,arbiter,2000,320,180,320x180,38000,183.174,0.48,47.088,6023.3,-21.917,1.461,171.113,35530.61795,25
1136,108,driving,2,3,2,21,54255,2368,1137,239,245,290,72601,2000,arbiter,2000,320,180,320x180,40000,199.198,0.48,48.663,9673.815,-20.318,1.432,170.421,36325.55374,27
1137,108,driving,2,3,2,22,55732,697,0,239,1318,459,114859,2523,arbiter,2000,320,180,320x180,42000,149.318,0.48,48.025,8680.33,-20.566,1.434,131.574,299753.5958,51
1138,108,driving,2,3,2,23,58829,2393,573,239,326,391,97765,2000,arbiter,2000,320,180,320x180,44000,23.433,0.48,47.212,7227.845,-21.506,1.413,43.808,42574.18558,35
1139,108,driving,2,3,2,24,62006,2338,1176,239,306,357,89481,2000,arbiter,2000,320,180,320x180,46000,12.994,0.48,48.625,10995.36,-20.325,1.383,98.811,73594.79258,32
1140,108,driving,2,3,2,25,63757,1012,0,239,599,303,75888,2249,arbiter,2000,320,180,320x180,48000,71.274,0.48,47.868,9515.875,-20.649,1.385,96.541,94301.40021,34
1141,108,driving,2,3,2,26,66420,1563,414,239,357,279,69910,2000,arbiter,2000,320,180,320x180,50000,121.832,0.48,46.944,7469.39,-22.633,1.369,67.154,52368.85199,26
1142,108,driving,2,3,2,27,67790,264,0,378,3628,478,119735,2631,arbiter,2000,384,216,384x216,52000,55.146,0.446,47.065,7708.905,-22.755,1.371,71.343,932241.1931,48
1143,108,driving,2,3,2,28,71029,2188,608,378,433,473,118438,2000,arbiter,2000,384,216,384x216,54000,60.972,0.437,47.28,8669.482,-21.78,1.356,100.403,58803.61957,42
1144,108,driving,2,3,2,29,74487,1782,1458,378,447,398,99749,2000,arbiter,2000,384,216,384x216,56000,90.656,0.433,48.759,13422.059,-20.324,1.333,136.756,65076.77055,36
1145,108,driving,2,3,2,30,75847,561,0,239,825,231,57894,2641,arbiter,2000,320,180,320x180,58000,234.664,0.433,48.107,11698.512,-20.605,1.348,137.411,439213.3149,26
1146,108,driving,2,3,2,31,77910,1250,0,378,433,271,67807,2578,arbiter,2000,384,216,384x216,60000,0.296,0.431,46.7,7564.027,0.257,1.337,30.797,59575.21712,25
1147,108,driving,2,3,2,32,79861,586,0,572,1705,499,124910,2628,arbiter,2000,512,288,512x288,62000,0.297,0.405,46.778,7942.604,0.267,1.345,38.791,282226.4524,50
1148,108,driving,2,3,2,33,82413,1380,0,378,597,412,103044,2076,arbiter,2000,384,216,384x216,64000,71.033,0.407,46.807,8127.269,0.271,1.343,93.718,87884.63944,37
1149,108,driving,2,3,2,34,83879,316,0,378,1095,173,43287,2611,arbiter,2000,384,216,384x216,66000,26.748,0.409,46.83,8505.846,0.274,1.319,37.674,185049.0822,21
1150,108,driving,2,3,2,35,87472,1835,982,572,547,501,125478,2000,arbiter,2000,512,288,512x288,68000,53.894,0.398,47.709,11830.423,-21.253,1.326,66.784,74658.9296,45
1151,108,driving,2,3,2,36,89846,1152,374,766,701,403,100984,2000,arbiter,2000,512,288,512x288,70000,24.703,0.37,48.085,13524.912,-20.826,1.317,33.279,94203.00647,36
1152,108,driving,2,3,2,37,91911,518,64,1077,2478,642,160503,2000,arbiter,2000,640,360,640x360,72000,0.29,0.313,47.494,11537.21,-23.749,1.326,38.49,373609.3613,61
1153,108,driving,2,3,2,38,93756,631,0,378,708,223,55847,2155,arbiter,2000,384,216,384x216,74000,0.184,0.318,47.25,10094.442,106.985,1.309,33.13,103306.7216,21
1154,108,driving,2,3,2,39,95448,712,0,378,665,237,59250,2463,arbiter,2000,384,216,384x216,76000,0.19,0.323,47.212,10281.019,0.32,1.308,57.103,100996.3437,22
1155,108,driving,2,3,2,40,97320,634,0,572,1022,324,81062,2591,arbiter,2000,512,288,512x288,78000,0.269,0.328,47.253,10659.596,0.326,1.31,37.469,148301.6754,29
1156,108,driving,2,3,2,41,99613,698,0,572,1068,372,93223,2299,arbiter,2000,512,288,512x288,80000,0.319,0.332,47.295,11232.085,0.332,1.311,37.229,152532.6343,34
1157,108,driving,2,3,2,42,101780,1112,0,766,868,482,120726,2132,arbiter,2000,512,288,512x288,82000,1.058,0.33,47.364,11804.574,0.343,1.327,28.732,113884.8374,43
1158,108,driving,2,3,2,43,103945,524,32,572,1498,392,98174,2000,arbiter,2000,512,288,512x288,84000,0.266,0.335,47.421,12279.254,12.2,1.317,50.113,222197.1312,39
1159,108,driving,2,3,2,44,105882,808,0,572,1114,450,112579,2064,arbiter,2000,512,288,512x288,86000,22.23,0.34,47.456,12851.743,11.782,1.326,50.481,154640.0091,40
1160,108,driving,2,3,2,45,107686,498,0,572,1095,272,68203,2260,arbiter,2000,512,288,512x288,88000,0.275,0.345,47.469,13328.232,0.358,1.327,38.835,157306.8063,25
1161,108,driving,2,3,2,46,109839,594,0,766,1317,391,97833,2108,arbiter,2000,512,288,512x288,90000,0.294,0.345,47.529,13900.721,0.367,1.331,25.567,178562.6485,35
1162,108,driving,2,3,2,47,111701,811,0,1077,1586,643,160825,2246,arbiter,2000,640,360,640x360,92000,0.365,0.328,47.639,14667.019,0.382,1.341,25.418,209872.5372,57
1163,108,driving,2,3,2,48,113909,527,0,572,1201,316,79160,2039,arbiter,2000,512,288,512x288,94000,0.292,0.334,47.679,14734.075,0.386,1.341,25.363,164576.8545,29
1164,108,driving,2,3,2,49,115999,839,50,572,894,375,93770,2000,arbiter,2000,512,288,512x288,96000,40.479,0.34,47.736,15456.564,21.223,1.331,66.871,129457.8971,38
1165,108,driving,2,3,2,50,118064,647,65,766,1483,479,119999,2000,arbiter,2000,512,288,512x288,98000,0.33,0.343,47.823,16224.053,-152.936,1.327,31.131,208439.3833,43
1166,108,driving,2,3,2,51,120027,309,0,766,2104,325,81298,2037,arbiter,2000,512,288,512x288,100000,0.33,0.347,47.844,16840.351,35.54,1.327,38.959,344165.1925,36
1167,108,driving,2,3,2,52,122070,440,5,572,895,196,49235,2000,arbiter,2000,512,288,512x288,102000,39.357,0.353,47.83,17039.031,1.418,1.314,42.009,157032.272,19
1168,108,driving,2,3,3,1,192,191,0,239,89,8,2132,2000,arbiter,2000,320,180,320x180,0,78.246,0,51.077,-5760.485,0.24,1.878,34.467,59548.82649,2
1169,108,driving,2,3,3,2,3285,2365,0,239,278,329,82445,4000,arbiter,2000,320,180,320x180,2000,29.955,0.48,46.477,-11520.97,0.24,1.878,296.049,37408.53988,32
1170,108,driving,2,3,3,3,7322,3410,36,239,274,468,117046,2000,arbiter,2000,320,180,320x180,4000,250.094,0.48,46.985,826.545,-23.76,1.811,375.92,40324.73258,46
1171,108,driving,2,3,3,4,11338,3463,2016,239,249,432,108123,2000,arbiter,2000,320,180,320x180,6000,290.36,0.48,65.8,7114.06,-19.839,1.629,295.68,37989.02818,41
1172,108,driving,2,3,3,5,15355,3425,2016,239,158,270,67720,2000,arbiter,2000,320,180,320x180,8000,19.038,0.48,74.953,13293.575,-19.81,1.545,101.206,20418.89663,26
1173,108,driving,2,3,3,6,19386,3374,2031,239,147,249,62348,2000,arbiter,2000,320,180,320x180,10000,240.067,0.48,69.342,13578.09,-19.82,1.493,254.532,21808.82545,25
1174,108,driving,2,3,3,7,22583,2550,1197,239,167,212,53248,2000,arbiter,2000,320,180,320x180,12000,181.233,0.48,61.675,11360.605,-19.848,1.461,268.816,24973.08633,20
1175,108,driving,2,3,3,8,25983,2830,1399,239,130,184,46171,2000,arbiter,2000,320,180,320x180,14000,215.245,0.48,56.953,9704.12,-19.885,1.437,114.511,31358.70131,19
1176,108,driving,2,3,3,9,27470,851,0,239,529,225,56343,2514,arbiter,2000,320,180,320x180,16000,228.099,0.48,51.581,6352.635,-20.021,1.453,116.464,125594.5006,29
1177,108,driving,2,3,3,10,30338,2266,354,239,163,185,46325,2000,arbiter,2000,320,180,320x180,18000,189.928,0.48,47.588,3457.15,-20.958,1.439,197.298,25190.97809,17
1178,108,driving,2,3,3,11,31487,522,0,239,843,220,55018,2852,arbiter,2000,320,180,320x180,20000,251.497,0.48,47.521,3696.665,-21.086,1.449,93.972,595449.6754,27
1179,108,driving,2,3,3,12,33973,1823,0,239,228,208,52119,2366,arbiter,2000,320,180,320x180,22000,13.869,0.48,46.477,2874.18,0.24,1.458,127.44,30846.07021,19
1180,108,driving,2,3,3,13,35531,748,0,239,484,181,45321,2809,arbiter,2000,320,180,320x180,24000,17.767,0.48,46.477,3113.695,0.24,1.465,115.08,72066.51222,25
1181,108,driving,2,3,3,14,36781,588,0,239,429,126,31597,3560,arbiter,2000,320,180,320x180,26000,15.217,0.48,46.477,3353.21,0.24,1.505,68.063,63078.88727,12
1182,108,driving,2,3,3,15,38473,926,0,239,293,136,34006,3868,arbiter,2000,320,180,320x180,28000,14.394,0.48,46.477,3592.725,0.24,1.51,32.095,45752.33293,13
1183,108,driving,2,3,3,16,39565,328,0,239,1348,221,55270,4777,arbiter,2000,320,180,320x180,30000,129.374,0.48,46.477,3832.24,0.24,1.481,51.193,439380.5029,26
1184,108,driving,2,3,3,17,42641,2390,0,239,221,264,66235,3701,arbiter,2000,320,180,320x180,32000,173.964,0.48,46.477,4071.755,0.24,1.485,134.997,32353.89338,24
1185,108,driving,2,3,3,18,46134,2754,0,239,200,276,69071,2209,arbiter,2000,320,180,320x180,34000,182.838,0.48,46.477,4311.27,0.24,1.482,84.057,47621.14207,27
1186,108,driving,2,3,3,19,47662,875,0,239,675,295,73833,2682,arbiter,2000,320,180,320x180,36000,172.5,0.48,46.477,4550.785,0.24,1.486,116.767,128381.1545,34
1187,108,driving,2,3,3,20,51061,2274,717,239,242,276,69054,2000,arbiter,2000,320,180,320x180,38000,133.654,0.48,47.543,6941.3,-20.942,1.461,137.016,35200.77235,25
1188,108,driving,2,3,3,21,54073,2239,1011,239,259,290,72601,2000,arbiter,2000,320,180,320x180,40000,0.291,0.48,48.917,10213.815,-20.259,1.432,72.241,34385.05138,27
1189,108,driving,2,3,3,22,55705,869,0,239,1057,459,114859,2368,arbiter,2000,320,180,320x180,42000,12.432,0.48,47.849,8302.33,-20.671,1.434,43.282,150618.6671,50
1190,108,driving,2,3,3,23,59162,2112,1088,239,370,391,97765,2000,arbiter,2000,320,180,320x180,44000,125.585,0.48,47.874,8772.845,-20.643,1.413,159.906,54661.73009,35
1191,108,driving,2,3,3,24,61902,1512,739,239,473,357,89481,2000,arbiter,2000,320,180,320x180,46000,62.74,0.48,48.721,11229.36,-20.3,1.383,73.157,67335.59629,32
1192,108,driving,2,3,3,25,63731,989,0,239,613,303,75888,2171,arbiter,2000,320,180,320x180,48000,1.367,0.48,47.35,8204.875,-21.212,1.385,68.404,87318.75994,32
1193,108,driving,2,3,3,26,66983,1829,1081,378,507,463,115923,2000,arbiter,2000,384,216,384x216,50000,90.784,0.445,47.833,9470.39,-20.766,1.368,102.333,72873.40672,42
1194,108,driving,2,3,3,27,68310,669,0,239,915,306,76536,2674,arbiter,2000,320,180,320x180,52000,122.236,0.446,47.8,9570.843,-20.807,1.37,0.109,144422.5769,28
1195,108,driving,2,3,3,28,70947,1652,0,239,360,297,74437,2037,arbiter,2000,320,180,320x180,54000,217.807,0.446,46.609,6567.358,0.244,1.371,118.502,58458.69313,27
1196,108,driving,2,3,3,29,74211,1998,1227,378,399,398,99749,2000,arbiter,2000,384,216,384x216,56000,0.207,0.438,47.879,10487.873,-20.743,1.333,41.772,54101.28209,36
1197,108,driving,2,3,3,30,75821,793,0,239,584,231,57894,2391,arbiter,2000,320,180,320x180,58000,155.368,0.438,47.842,10588.326,-20.779,1.348,94.78,113550.172,29
1198,108,driving,2,3,3,31,78693,1622,481,378,334,271,67807,2000,arbiter,2000,384,216,384x216,60000,60.656,0.434,47.121,8589.841,-22.706,1.329,100.888,48357.98658,25
1199,108,driving,2,3,3,32,81079,1003,386,378,675,338,84652,2000,arbiter,2000,384,216,384x216,62000,0.14,0.431,47.486,10126.418,-21.337,1.317,32.358,96346.78212,31
1200,108,driving,2,3,3,33,82911,969,0,239,535,259,64839,2168,arbiter,2000,320,180,320x180,64000,100.412,0.431,47.034,8783.871,-23.869,1.318,67.298,82595.74663,24
1201,108,driving,2,3,3,34,84308,410,0,378,844,173,43287,2772,arbiter,2000,384,216,384x216,66000,0.331,0.43,46.717,7865.386,0.26,1.319,48.397,151742.2739,16
1202,108,driving,2,3,3,35,87420,1317,339,378,489,322,80601,2000,arbiter,2000,384,216,384x216,68000,53.946,0.43,47.022,9260.963,-24.941,1.308,88.324,72591.4882,29
1203,108,driving,2,3,3,36,88681,359,0,378,964,173,43285,2739,arbiter,2000,384,216,384x216,70000,0.196,0.43,47.04,9639.54,-25.127,1.308,33.283,160214.7687,16
1204,108,driving,2,3,3,37,90554,478,0,378,914,218,54613,2867,arbiter,2000,384,216,384x216,72000,25.531,0.43,46.784,9001.117,0.27,1.309,32.905,133967.072,20
1205,108,driving,2,3,3,38,92520,640,0,239,448,143,35911,2901,arbiter,2000,320,180,320x180,74000,22.934,0.43,46.779,9101.57,0.269,1.309,75.183,63296.41685,14
1206,108,driving,2,3,3,39,93908,562,0,239,541,152,38065,3514,arbiter,2000,320,180,320x180,76000,103.841,0.43,46.774,9341.085,0.268,1.31,56.344,103801.669,15
1207,108,driving,2,3,3,40,95899,816,0,378,565,230,57717,3523,arbiter,2000,384,216,384x216,78000,24.962,0.431,46.793,9580.6,0.271,1.31,52.127,80162.20883,25
1208,108,driving,2,3,3,41,98085,773,0,378,659,255,63765,3337,arbiter,2000,384,216,384x216,80000,1.347,0.432,46.811,9959.177,0.273,1.311,32.287,88896.14404,24
1209,108,driving,2,3,3,42,99909,318,0,378,1490,237,59265,3514,arbiter,2000,384,216,384x216,82000,1.007,0.433,46.829,10337.754,0.276,1.311,32.6,223317.9917,28
1210,108,driving,2,3,3,43,101859,680,0,378,711,241,60483,3564,arbiter,2000,384,216,384x216,84000,33.881,0.434,46.846,10716.331,0.278,1.311,51.226,103429.2403,22
1211,108,driving,2,3,3,44,103919,133,0,572,6771,450,112579,3505,arbiter,2000,512,288,512x288,86000,44.777,0.422,46.896,11094.908,0.285,1.314,19.59,5654562.338,47
1212,108,driving,2,3,3,45,105380,542,0,378,641,173,43450,4044,arbiter,2000,384,216,384x216,88000,0.192,0.424,46.914,11279.573,0.287,1.321,30.327,96601.65504,17
1213,108,driving,2,3,3,46,106901,504,0,572,1102,277,69486,4523,arbiter,2000,512,288,512x288,90000,1.201,0.417,46.96,11658.15,0.293,1.323,27.847,153166.693,25
1214,108,driving,2,3,3,47,109212,617,0,572,1051,324,81115,4213,arbiter,2000,512,288,512x288,92000,20.669,0.412,47.002,12230.639,0.299,1.325,35.855,149878.567,30
1215,108,driving,2,3,3,48,110856,371,0,378,1125,208,52215,4569,arbiter,2000,384,216,384x216,94000,10.656,0.414,47.015,12415.304,0.301,1.325,26.685,160653.5579,20
1216,108,driving,2,3,3,49,113130,577,0,572,1300,375,93770,4296,arbiter,2000,512,288,512x288,96000,1.167,0.411,47.056,12793.881,0.306,1.327,26.003,176819.6098,34
1217,108,driving,2,3,3,50,116458,1675,0,766,573,479,119999,2968,arbiter,2000,512,288,512x288,98000,20.736,0.395,47.122,13366.37,0.316,1.329,40.808,75077.37425,44
1218,108,driving,2,3,3,51,119035,986,0,1077,947,467,116770,2392,arbiter,2000,640,360,640x360,100000,0.352,0.353,47.233,14132.668,0.331,1.333,35.642,132797.4955,42
1219,108,driving,2,3,3,52,121810,1046,383,1077,732,383,95771,2000,arbiter,2000,640,360,640x360,102000,39.633,0.327,47.546,16359.59,-27.11,1.324,53.431,100833.9365,35
1220,108,driving,2,3,3,53,124016,651,206,1077,4649,1513,378324,2000,arbiter,2000,640,360,640x360,104000,0.455,0.309,47.751,18055.512,-24.03,1.326,29.657,655496.0459,105
1221,108,driving,2,3,3,54,127372,1706,1355,1077,1999,1705,426368,2000,arbiter,2000,640,360,640x360,106000,1.101,0.296,48.356,22049.434,-21.114,1.332,60.128,257323.0957,149
1222,108,driving,2,3,3,55,129118,883,0,378,1776,784,196034,2255,arbiter,2000,384,216,384x216,108000,1.052,0.299,48.257,21110.666,-21.395,1.331,76.144,239104.5322,69
1223,108,driving,2,3,3,56,131007,1001,0,378,1853,927,231925,2367,arbiter,2000,384,216,384x216,110000,1.075,0.303,47.547,17424.243,0.372,1.33,52.466,244817.5532,82
1224,108,driving,2,3,3,57,132060,204,0,378,6795,693,173273,3314,arbiter,2000,384,216,384x216,112000,1.348,0.306,47.548,17802.82,0.372,1.329,70.67,1272365.922,55
1225,108,driving,2,3,3,58,134252,787,0,572,1732,681,170449,3123,arbiter,2000,512,288,512x288,114000,0.273,0.311,47.572,18181.397,0.376,1.33,78.249,237949.6446,60
1226,108,driving,2,3,3,59,136095,185,0,766,8828,816,204150,3280,arbiter,2000,512,288,512x288,116000,0.361,0.314,47.618,18753.886,0.383,1.331,51.617,1810950.432,72
1227,108,driving,2,3,3,60,137610,535,0,766,1343,359,89844,3766,arbiter,2000,512,288,512x288,118000,3.002,0.317,47.663,19520.184,0.389,1.336,42.005,188457.6835,33
1228,109,driving,2,3,1,1,347,346,0,4375,117,20,5065,2000,exponential,2000,1920,1080,1920x1080,0,62.604,0,80.025,-1624.981,4.375,3.936,140.151,28041.74692,3
1229,109,driving,2,3,1,2,3437,2395,0,239,275,329,82445,4000,exponential,2000,320,180,320x180,2000,14.548,0,63.846,-11520.97,2.307,2.411,103.446,39993.80744,36
1230,109,driving,2,3,1,3,7452,3461,14,239,270,468,117046,2000,exponential,2000,320,180,320x180,4000,136.518,0,59.219,760.545,-33.382,2.088,309.192,37333.38003,43
1231,109,driving,2,3,1,4,11468,3369,2016,239,256,432,108123,2000,exponential,2000,320,180,320x180,6000,364.936,0,75.724,7048.06,-18.806,1.756,311.595,40579.58856,45
1232,109,driving,2,3,1,5,15486,3358,2017,239,161,270,67720,2000,exponential,2000,320,180,320x180,8000,293.936,0,83.644,13296.575,-18.983,1.632,337.272,24531.32255,29
1233,109,driving,2,3,1,6,20917,4787,3430,239,104,249,62348,2000,exponential,2000,320,180,320x180,10000,28.215,0,84.972,17778.09,-19.115,1.52,179.739,13406.13541,24
1234,109,driving,2,3,1,7,22898,1440,0,239,295,212,53248,2019,exponential,2000,320,180,320x180,12000,300.707,0,69.682,11966.605,-19.252,1.546,110.722,53454.07069,20
1235,109,driving,2,3,1,8,26724,3256,1806,239,113,184,46171,2000,exponential,2000,320,180,320x180,14000,1408.787,0,60.279,7334.12,-19.422,1.506,252.759,29017.4341,17
